SN,PACS_CODE,PACS_NAME,MILL_CODE,MILL_NAME,Distance
510,S1010606,BAMUR,M010302,SARALIA FOODS PVT. LTD,72.4
511,S1010606,BAMUR,M010101,KRISHNA PADDY ,68.7
512,S1010607,HANDAPA SCS,M010401,BABA GANGARAM,46.4
513,S1010607,HANDAPA SCS,M010301,SAI HITECH RICE INDUSTRY,35.2
514,S1010607,HANDAPA SCS,M010302,SARALIA FOODS PVT. LTD,49.7
515,S1010607,HANDAPA SCS,M010303,TULSHI RICETECH PRIVATE LIMITED,65
516,S1010607,HANDAPA SCS,M010201,MAA MAHESWARI RICE MILL,54.9
517,S1010607,HANDAPA SCS,M010402,MAA BHAIRABI INDUSTRIES LLP,47.1
518,S1010607,HANDAPA SCS,M010101,KRISHNA PADDY ,46.1
519,S1010608,DHAURAPALI,M010101,KRISHNA PADDY ,75.1
520,S1010608,DHAURAPALI,M010301,SAI HITECH RICE INDUSTRY,64.3
521,S1010608,DHAURAPALI,M010401,BABA GANGARAM,75.5
522,S1010608,DHAURAPALI,M010201,MAA MAHESWARI RICE MILL,25.6
523,S1010608,DHAURAPALI,M010303,TULSHI RICETECH PRIVATE LIMITED,94.1
524,S1010608,DHAURAPALI,M010402,MAA BHAIRABI INDUSTRIES LLP,76.2
525,S1010608,DHAURAPALI,M010302,SARALIA FOODS PVT. LTD,78.8
526,S1010702,NIJIGARH,M010101,KRISHNA PADDY ,96.5
527,S1010702,NIJIGARH,M010402,MAA BHAIRABI INDUSTRIES LLP,91.7
528,S1010702,NIJIGARH,M010302,SARALIA FOODS PVT. LTD,90.2
529,S1010702,NIJIGARH,M010301,SAI HITECH RICE INDUSTRY,105
530,S1010702,NIJIGARH,M010303,TULSHI RICETECH PRIVATE LIMITED,91.5
531,S1010702,NIJIGARH,M010201,MAA MAHESWARI RICE MILL,182
532,S1010702,NIJIGARH,M010401,BABA GANGARAM,92.4
533,S1010703,DIMIRIA,M010201,MAA MAHESWARI RICE MILL,178
534,S1010703,DIMIRIA,M010301,SAI HITECH RICE INDUSTRY,101
535,S1010703,DIMIRIA,M010101,KRISHNA PADDY ,92.6
536,S1010703,DIMIRIA,M010402,MAA BHAIRABI INDUSTRIES LLP,87.8
537,S1010703,DIMIRIA,M010401,BABA GANGARAM,88.5
538,S1010703,DIMIRIA,M010302,SARALIA FOODS PVT. LTD,86.3
539,S1010703,DIMIRIA,M010303,TULSHI RICETECH PRIVATE LIMITED,87.6
540,S1010704,JHARBEDA,M010101,KRISHNA PADDY ,97.5
541,S1010704,JHARBEDA,M010401,BABA GANGARAM,93.4
542,S1010704,JHARBEDA,M010201,MAA MAHESWARI RICE MILL,185
543,S1010704,JHARBEDA,M010302,SARALIA FOODS PVT. LTD,91.2
544,S1010704,JHARBEDA,M010303,TULSHI RICETECH PRIVATE LIMITED,92.5
545,S1010704,JHARBEDA,M010402,MAA BHAIRABI INDUSTRIES LLP,92.7
546,S1010704,JHARBEDA,M010301,SAI HITECH RICE INDUSTRY,106
547,S1010705,SAIDA,M010101,KRISHNA PADDY ,109
548,S1010705,SAIDA,M010302,SARALIA FOODS PVT. LTD,103
549,S1010705,SAIDA,M010402,MAA BHAIRABI INDUSTRIES LLP,104
550,S1010705,SAIDA,M010401,BABA GANGARAM,105
551,S1010705,SAIDA,M010303,TULSHI RICETECH PRIVATE LIMITED,104
552,S1010705,SAIDA,M010201,MAA MAHESWARI RICE MILL,193
553,S1010705,SAIDA,M010301,SAI HITECH RICE INDUSTRY,117
554,S1010706,CHASAGURUJANG,M010402,MAA BHAIRABI INDUSTRIES LLP,105
555,S1010706,CHASAGURUJANG,M010101,KRISHNA PADDY ,110
556,S1010706,CHASAGURUJANG,M010401,BABA GANGARAM,106
557,S1010706,CHASAGURUJANG,M010302,SARALIA FOODS PVT. LTD,103
558,S1010706,CHASAGURUJANG,M010301,SAI HITECH RICE INDUSTRY,118
559,S1010706,CHASAGURUJANG,M010303,TULSHI RICETECH PRIVATE LIMITED,105
560,S1010706,CHASAGURUJANG,M010201,MAA MAHESWARI RICE MILL,173
561,S1010707,KHAMAR,M010401,BABA GANGARAM,69.3
562,S1010707,KHAMAR,M010402,MAA BHAIRABI INDUSTRIES LLP,68.6
563,S1010707,KHAMAR,M010101,KRISHNA PADDY ,73.4
564,S1010707,KHAMAR,M010303,TULSHI RICETECH PRIVATE LIMITED,68.4
565,S1010707,KHAMAR,M010302,SARALIA FOODS PVT. LTD,67.1
566,S1010707,KHAMAR,M010201,MAA MAHESWARI RICE MILL,159
567,S1010707,KHAMAR,M010301,SAI HITECH RICE INDUSTRY,81.7
568,S1010708,SANKHMUR,M010101,KRISHNA PADDY ,76.9
569,S1010708,SANKHMUR,M010302,SARALIA FOODS PVT. LTD,70.6
570,S1010708,SANKHMUR,M010201,MAA MAHESWARI RICE MILL,155
571,S1010708,SANKHMUR,M010303,TULSHI RICETECH PRIVATE LIMITED,71.9
572,S1010708,SANKHMUR,M010301,SAI HITECH RICE INDUSTRY,85.1
573,S1010708,SANKHMUR,M010401,BABA GANGARAM,72.8
574,S1010708,SANKHMUR,M010402,MAA BHAIRABI INDUSTRIES LLP,72.1
575,S1010710,INJIDI,M010303,TULSHI RICETECH PRIVATE LIMITED,63.5
576,S1010710,INJIDI,M010101,KRISHNA PADDY ,72.6
577,S1010710,INJIDI,M010401,BABA GANGARAM,77.3
578,S1010710,INJIDI,M010402,MAA BHAIRABI INDUSTRIES LLP,76.6
579,S1010710,INJIDI,M010301,SAI HITECH RICE INDUSTRY,81.8
580,S1010710,INJIDI,M010302,SARALIA FOODS PVT. LTD,75.1
581,S1010710,INJIDI,M010201,MAA MAHESWARI RICE MILL,158
582,S1010711,MUNDURIBEDA,M010401,BABA GANGARAM,74.2
583,S1010711,MUNDURIBEDA,M010402,MAA BHAIRABI INDUSTRIES LLP,73.5
584,S1010711,MUNDURIBEDA,M010101,KRISHNA PADDY ,78.3
585,S1010711,MUNDURIBEDA,M010201,MAA MAHESWARI RICE MILL,166
586,S1010711,MUNDURIBEDA,M010302,SARALIA FOODS PVT. LTD,72
587,S1010711,MUNDURIBEDA,M010303,TULSHI RICETECH PRIVATE LIMITED,73.3
588,S1010711,MUNDURIBEDA,M010301,SAI HITECH RICE INDUSTRY,86.6
589,S1010712,BADASADA,M010401,BABA GANGARAM,72.8
590,S1010712,BADASADA,M010201,MAA MAHESWARI RICE MILL,163
591,S1010712,BADASADA,M010303,TULSHI RICETECH PRIVATE LIMITED,72
592,S1010712,BADASADA,M010101,KRISHNA PADDY ,77
593,S1010712,BADASADA,M010402,MAA BHAIRABI INDUSTRIES LLP,72.1
594,S1010712,BADASADA,M010302,SARALIA FOODS PVT. LTD,70.6
595,S1010712,BADASADA,M010301,SAI HITECH RICE INDUSTRY,85.2
596,S1010713,KUNJAM SCS,M010402,MAA BHAIRABI INDUSTRIES LLP,69.4
597,S1010713,KUNJAM SCS,M010301,SAI HITECH RICE INDUSTRY,85.8
598,S1010713,KUNJAM SCS,M010201,MAA MAHESWARI RICE MILL,162
599,S1010713,KUNJAM SCS,M010303,TULSHI RICETECH PRIVATE LIMITED,67.5
600,S1010713,KUNJAM SCS,M010401,BABA GANGARAM,70.1
601,S1010713,KUNJAM SCS,M010101,KRISHNA PADDY ,76.6
602,S1010713,KUNJAM SCS,M010302,SARALIA FOODS PVT. LTD,67.9
603,S1010801,GURUJANGULI,M010402,MAA BHAIRABI INDUSTRIES LLP,16.4
604,S1010801,GURUJANGULI,M010101,KRISHNA PADDY ,17.4
605,S1010801,GURUJANGULI,M010401,BABA GANGARAM,17.1
606,S1010801,GURUJANGULI,M010201,MAA MAHESWARI RICE MILL,103
607,S1010801,GURUJANGULI,M010301,SAI HITECH RICE INDUSTRY,26.6
608,S1010801,GURUJANGULI,M010303,TULSHI RICETECH PRIVATE LIMITED,27.7
609,S1010801,GURUJANGULI,M010302,SARALIA FOODS PVT. LTD,14.6
610,S1010804,KANDHAL,M010303,TULSHI RICETECH PRIVATE LIMITED,27.2
611,S1010804,KANDHAL,M010402,MAA BHAIRABI INDUSTRIES LLP,38
612,S1010804,KANDHAL,M010302,SARALIA FOODS PVT. LTD,36.5
613,S1010804,KANDHAL,M010301,SAI HITECH RICE INDUSTRY,40.7
614,S1010804,KANDHAL,M010101,KRISHNA PADDY ,31.5
615,S1010804,KANDHAL,M010401,BABA GANGARAM,38.7
616,S1010804,KANDHAL,M010201,MAA MAHESWARI RICE MILL,117
617,S1010805,DHARAMPUR,M010303,TULSHI RICETECH PRIVATE LIMITED,26.7
618,S1010805,DHARAMPUR,M010401,BABA GANGARAM,40.5
619,S1010805,DHARAMPUR,M010201,MAA MAHESWARI RICE MILL,117
620,S1010805,DHARAMPUR,M010101,KRISHNA PADDY ,31.3
621,S1010805,DHARAMPUR,M010302,SARALIA FOODS PVT. LTD,38.3
622,S1010805,DHARAMPUR,M010301,SAI HITECH RICE INDUSTRY,40.5
623,S1010805,DHARAMPUR,M010402,MAA BHAIRABI INDUSTRIES LLP,39.8
624,S1010807,KALAMACHHUIN,M010401,BABA GANGARAM,40.5
625,S1010807,KALAMACHHUIN,M010303,TULSHI RICETECH PRIVATE LIMITED,26.7
626,S1010807,KALAMACHHUIN,M010302,SARALIA FOODS PVT. LTD,38.3
627,S1010807,KALAMACHHUIN,M010402,MAA BHAIRABI INDUSTRIES LLP,39.8
628,S1010807,KALAMACHHUIN,M010101,KRISHNA PADDY ,31.3
629,S1010807,KALAMACHHUIN,M010201,MAA MAHESWARI RICE MILL,117
630,S1010807,KALAMACHHUIN,M010301,SAI HITECH RICE INDUSTRY,40.5
631,S1010809,BADAJARADA SCS,M010401,BABA GANGARAM,17.1
632,S1010809,BADAJARADA SCS,M010201,MAA MAHESWARI RICE MILL,103
633,S1010809,BADAJARADA SCS,M010402,MAA BHAIRABI INDUSTRIES LLP,16.4
634,S1010809,BADAJARADA SCS,M010301,SAI HITECH RICE INDUSTRY,26.6
635,S1010809,BADAJARADA SCS,M010101,KRISHNA PADDY ,17.4
636,S1010809,BADAJARADA SCS,M010303,TULSHI RICETECH PRIVATE LIMITED,27.7
637,S1010809,BADAJARADA SCS,M010302,SARALIA FOODS PVT. LTD,14.6
638,S1010301,TURANGA,M010402,MAA BHAIRABI INDUSTRIES LLP,11.7
639,S1010301,TURANGA,M010302,SARALIA FOODS PVT. LTD,9.9
640,S1010301,TURANGA,M010101,KRISHNA PADDY ,9.2
641,S1010301,TURANGA,M010303,TULSHI RICETECH PRIVATE LIMITED,11.8
642,S1010301,TURANGA,M010401,BABA GANGARAM,12.4
643,S1010301,TURANGA,M010301,SAI HITECH RICE INDUSTRY,18.4
644,S1010301,TURANGA,M010201,MAA MAHESWARI RICE MILL,94.6
645,S1010302,JARASINGHA,M010201,MAA MAHESWARI RICE MILL,91.6
646,S1010302,JARASINGHA,M010301,SAI HITECH RICE INDUSTRY,15.4
647,S1010302,JARASINGHA,M010303,TULSHI RICETECH PRIVATE LIMITED,21.1
648,S1010302,JARASINGHA,M010401,BABA GANGARAM,4.7
649,S1010302,JARASINGHA,M010101,KRISHNA PADDY ,9
650,S1010302,JARASINGHA,M010402,MAA BHAIRABI INDUSTRIES LLP,4
651,S1010302,JARASINGHA,M010302,SARALIA FOODS PVT. LTD,2.2
652,S1010711,MUNDURIBEDA ,M010301,SAI HITECH RICE INDUSTRY,86.6
653,S1010711,MUNDURIBEDA ,M010101,KRISHNA PADDY ,78.3
654,S1010711,MUNDURIBEDA ,M010201,MAA MAHESWARI RICE MILL,166
655,S1010711,MUNDURIBEDA ,M010401,BABA GANGARAM,74.2
656,S1010711,MUNDURIBEDA ,M010402,MAA BHAIRABI INDUSTRIES LLP,73.5
657,S1010711,MUNDURIBEDA ,M010303,TULSHI RICETECH PRIVATE LIMITED,73.3
658,S1010711,MUNDURIBEDA ,M010302,SARALIA FOODS PVT. LTD,72
659,S1010218,KRUTIBASPUR PACS,M010402,MAA BHAIRABI INDUSTRIES LLP,59.5
660,S1010218,KRUTIBASPUR PACS,M010401,BABA GANGARAM,58.8
661,S1010218,KRUTIBASPUR PACS,M010302,SARALIA FOODS PVT. LTD,62.2
662,S1010218,KRUTIBASPUR PACS,M010303,TULSHI RICETECH PRIVATE LIMITED,77.4
663,S1010218,KRUTIBASPUR PACS,M010201,MAA MAHESWARI RICE MILL,37.6
664,S1010218,KRUTIBASPUR PACS,M010301,SAI HITECH RICE INDUSTRY,47.6
665,S1010218,KRUTIBASPUR PACS,M010101,KRISHNA PADDY ,58.5
666,S1010704,JHARBEDA ,M010201,MAA MAHESWARI RICE MILL,185
667,S1010704,JHARBEDA ,M010101,KRISHNA PADDY ,97.5
668,S1010704,JHARBEDA ,M010303,TULSHI RICETECH PRIVATE LIMITED,92.5
669,S1010704,JHARBEDA ,M010301,SAI HITECH RICE INDUSTRY,106
670,S1010704,JHARBEDA ,M010402,MAA BHAIRABI INDUSTRIES LLP,92.7
671,S1010704,JHARBEDA ,M010401,BABA GANGARAM,93.4
672,S1010704,JHARBEDA ,M010302,SARALIA FOODS PVT. LTD,91.2
